Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10035_001,SE_A10035_002,SE_A10035_003,SE_A10035_004,SE_A10035_005,SE_A10035_006,SE_A10035_007,SE_A10035_008,SE_A10035_009,SE_A10035_010,PCT_SE_A10035_002,PCT_SE_A10035_003,PCT_SE_A10035_004,PCT_SE_A10035_005,PCT_SE_A10035_006,PCT_SE_A10035_007,PCT_SE_A10035_008,PCT_SE_A10035_009,PCT_SE_A10035_010
"06037543606","Census Tract 5436.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5436.06",,,,776,8,37,120,0,18,185,239,169,0,1.03,4.77,15.46,0,2.32,23.84,30.8,21.78,0
"06037543607","Census Tract 5436.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5436.07",,,,1216,0,0,0,0,46,79,855,236,0,0,0,0,0,3.78,6.5,70.31,19.41,0
"06037543701","Census Tract 5437.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5437.01",,,,592,0,0,20,0,5,103,406,44,14,0,0,3.38,0,0.84,17.4,68.58,7.43,2.36
"06037543703","Census Tract 5437.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5437.03",,,,710,4,10,5,0,0,37,540,107,7,0.56,1.41,0.7,0,0,5.21,76.06,15.07,0.99
"06037543704","Census Tract 5437.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5437.04",,,,631,10,0,0,0,0,106,462,53,0,1.58,0,0,0,0,16.8,73.22,8.4,0
"06037543705","Census Tract 5437.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5437.05",,,,597,14,0,0,0,83,94,327,79,0,2.35,0,0,0,13.9,15.75,54.77,13.23,0
"06037543801","Census Tract 5438.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5438.01",,,,1044,0,14,70,12,174,128,545,101,0,0,1.34,6.7,1.15,16.67,12.26,52.2,9.67,0
"06037543803","Census Tract 5438.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5438.03",,,,863,8,15,55,14,0,82,523,166,0,0.93,1.74,6.37,1.62,0,9.5,60.6,19.24,0
"06037543804","Census Tract 5438.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5438.04",,,,568,39,0,18,0,24,40,208,239,0,6.87,0,3.17,0,4.23,7.04,36.62,42.08,0
"06037543903","Census Tract 5439.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5439.03",,,,771,0,0,32,19,47,149,447,61,16,0,0,4.15,2.46,6.1,19.33,57.98,7.91,2.08
"06037543905","Census Tract 5439.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5439.05",,,,470,0,0,0,0,80,146,234,10,0,0,0,0,0,17.02,31.06,49.79,2.13,0
"06037544001","Census Tract 5440.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"544001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5440.01",,,,965,0,0,36,0,41,223,625,40,0,0,0,3.73,0,4.25,23.11,64.77,4.15,0
"06037544002","Census Tract 5440.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"544002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5440.02",,,,570,31,0,6,0,5,75,371,82,0,5.44,0,1.05,0,0.88,13.16,65.09,14.39,0
"06037550101","Census Tract 5501.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5501.01",,,,878,0,5,66,4,16,154,534,26,73,0,0.57,7.52,0.46,1.82,17.54,60.82,2.96,8.31
"06037550201","Census Tract 5502.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5502.01",,,,456,12,0,5,0,3,41,343,52,0,2.63,0,1.1,0,0.66,8.99,75.22,11.4,0
"06037550202","Census Tract 5502.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5502.02",,,,1089,14,55,22,0,5,230,677,66,20,1.29,5.05,2.02,0,0.46,21.12,62.17,6.06,1.84
"06037550301","Census Tract 5503.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5503.01",,,,608,0,18,16,0,27,97,417,33,0,0,2.96,2.63,0,4.44,15.95,68.59,5.43,0
"06037550501","Census Tract 5505.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5505.01",,,,535,0,0,19,0,0,27,347,51,91,0,0,3.55,0,0,5.05,64.86,9.53,17.01
"06037550502","Census Tract 5505.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5505.02",,,,1026,0,0,0,0,0,77,152,278,519,0,0,0,0,0,7.5,14.81,27.1,50.58
"06037550601","Census Tract 5506.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5506.01",,,,975,0,0,4,0,0,69,664,174,64,0,0,0.41,0,0,7.08,68.1,17.85,6.56
"06037550602","Census Tract 5506.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5506.02",,,,928,30,0,0,0,9,59,382,377,71,3.23,0,0,0,0.97,6.36,41.16,40.62,7.65
"06037550700","Census Tract 5507, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5507",,,,1480,13,0,0,52,0,222,696,419,78,0.88,0,0,3.51,0,15,47.03,28.31,5.27
"06037550801","Census Tract 5508.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5508.01",,,,943,20,0,0,0,0,85,395,353,90,2.12,0,0,0,0,9.01,41.89,37.43,9.54
"06037550802","Census Tract 5508.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5508.02",,,,238,0,14,0,0,16,0,98,51,59,0,5.88,0,0,6.72,0,41.18,21.43,24.79
"06037550901","Census Tract 5509.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5509.01",,,,355,0,0,0,0,0,20,157,118,60,0,0,0,0,0,5.63,44.23,33.24,16.9
"06037550902","Census Tract 5509.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5509.02",,,,610,0,0,0,0,0,38,180,312,80,0,0,0,0,0,6.23,29.51,51.15,13.11
"06037551001","Census Tract 5510.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5510.01",,,,682,0,0,0,0,7,29,330,256,60,0,0,0,0,1.03,4.25,48.39,37.54,8.8
"06037551002","Census Tract 5510.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5510.02",,,,921,13,0,0,0,0,69,337,450,52,1.41,0,0,0,0,7.49,36.59,48.86,5.65
"06037551101","Census Tract 5511.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5511.01",,,,519,16,26,12,0,0,246,173,36,10,3.08,5.01,2.31,0,0,47.4,33.33,6.94,1.93
"06037551102","Census Tract 5511.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5511.02",,,,187,0,0,0,0,0,22,76,0,89,0,0,0,0,0,11.76,40.64,0,47.59
"06037551201","Census Tract 5512.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5512.01",,,,447,0,0,0,0,20,22,256,141,8,0,0,0,0,4.47,4.92,57.27,31.54,1.79
"06037551203","Census Tract 5512.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5512.03",,,,608,0,0,0,0,0,57,376,175,0,0,0,0,0,0,9.38,61.84,28.78,0
"06037551204","Census Tract 5512.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5512.04",,,,480,0,0,0,0,21,0,378,81,0,0,0,0,0,4.38,0,78.75,16.88,0
"06037551300","Census Tract 5513, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5513",,,,356,0,0,0,0,44,136,132,16,28,0,0,0,0,12.36,38.2,37.08,4.49,7.87
"06037551401","Census Tract 5514.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5514.01",,,,588,0,0,0,0,10,71,348,149,10,0,0,0,0,1.7,12.07,59.18,25.34,1.7
"06037551402","Census Tract 5514.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5514.02",,,,823,14,0,26,0,14,64,422,255,28,1.7,0,3.16,0,1.7,7.78,51.28,30.98,3.4
"06037551501","Census Tract 5515.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5515.01",,,,711,0,0,5,0,0,252,284,126,44,0,0,0.7,0,0,35.44,39.94,17.72,6.19
"06037551502","Census Tract 5515.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5515.02",,,,798,0,0,8,0,0,23,386,310,71,0,0,1,0,0,2.88,48.37,38.85,8.9
"06037551700","Census Tract 5517, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5517",,,,1059,4,0,9,0,0,221,508,260,57,0.38,0,0.85,0,0,20.87,47.97,24.55,5.38
"06037551801","Census Tract 5518.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5518.01",,,,493,0,0,7,0,0,98,326,62,0,0,0,1.42,0,0,19.88,66.13,12.58,0
"06037551802","Census Tract 5518.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5518.02",,,,505,0,0,0,0,0,110,342,39,14,0,0,0,0,0,21.78,67.72,7.72,2.77
"06037551900","Census Tract 5519, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5519",,,,1196,0,0,105,0,0,285,715,91,0,0,0,8.78,0,0,23.83,59.78,7.61,0
"06037552001","Census Tract 5520.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5520.01",,,,702,10,0,10,0,6,110,478,88,0,1.42,0,1.42,0,0.85,15.67,68.09,12.54,0
"06037552002","Census Tract 5520.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5520.02",,,,426,15,18,0,0,26,91,246,30,0,3.52,4.23,0,0,6.1,21.36,57.75,7.04,0
"06037552100","Census Tract 5521, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5521",,,,1178,0,2,0,0,34,293,825,11,13,0,0.17,0,0,2.89,24.87,70.03,0.93,1.1
"06037552200","Census Tract 5522, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5522",,,,376,0,0,0,7,0,122,206,41,0,0,0,0,1.86,0,32.45,54.79,10.9,0
"06037552301","Census Tract 5523.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5523.01",,,,780,0,0,44,7,30,224,439,19,17,0,0,5.64,0.9,3.85,28.72,56.28,2.44,2.18
"06037552302","Census Tract 5523.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5523.02",,,,738,7,7,37,9,20,14,607,37,0,0.95,0.95,5.01,1.22,2.71,1.9,82.25,5.01,0
"06037552400","Census Tract 5524, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5524",,,,447,0,0,20,0,0,106,306,15,0,0,0,4.47,0,0,23.71,68.46,3.36,0
"06037552601","Census Tract 5526.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5526.01",,,,851,0,0,6,0,38,258,489,60,0,0,0,0.71,0,4.47,30.32,57.46,7.05,0
"06037552602","Census Tract 5526.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5526.02",,,,600,17,10,0,0,19,58,347,129,20,2.83,1.67,0,0,3.17,9.67,57.83,21.5,3.33
"06037552700","Census Tract 5527, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5527",,,,1315,8,0,0,12,9,220,922,136,8,0.61,0,0,0.91,0.68,16.73,70.11,10.34,0.61
"06037552800","Census Tract 5528, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5528",,,,1236,0,19,14,0,0,200,899,104,0,0,1.54,1.13,0,0,16.18,72.73,8.41,0
"06037552900","Census Tract 5529, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5529",,,,1103,7,6,0,9,33,154,832,51,11,0.63,0.54,0,0.82,2.99,13.96,75.43,4.62,1
"06037553000","Census Tract 5530, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5530",,,,976,5,0,0,0,19,150,706,96,0,0.51,0,0,0,1.95,15.37,72.34,9.84,0
"06037553100","Census Tract 5531, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5531",,,,1018,27,9,36,0,18,63,494,266,105,2.65,0.88,3.54,0,1.77,6.19,48.53,26.13,10.31
"06037553201","Census Tract 5532.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5532.01",,,,657,10,0,0,0,0,16,433,198,0,1.52,0,0,0,0,2.44,65.91,30.14,0
"06037553202","Census Tract 5532.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5532.02",,,,661,0,0,49,0,0,36,477,90,9,0,0,7.41,0,0,5.45,72.16,13.62,1.36
"06037553300","Census Tract 5533, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5533",,,,797,42,45,39,15,3,54,512,87,0,5.27,5.65,4.89,1.88,0.38,6.78,64.24,10.92,0
"06037553400","Census Tract 5534, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5534",,,,589,23,0,0,21,0,140,285,90,30,3.9,0,0,3.57,0,23.77,48.39,15.28,5.09
"06037553502","Census Tract 5535.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5535.02",,,,380,21,39,12,0,75,80,142,0,11,5.53,10.26,3.16,0,19.74,21.05,37.37,0,2.89
"06037553503","Census Tract 5535.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5535.03",,,,296,7,22,16,0,5,130,116,0,0,2.36,7.43,5.41,0,1.69,43.92,39.19,0,0
"06037553504","Census Tract 5535.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5535.04",,,,725,42,31,17,0,32,257,302,23,21,5.79,4.28,2.34,0,4.41,35.45,41.66,3.17,2.9
"06037553601","Census Tract 5536.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5536.01",,,,479,19,0,0,10,15,161,247,27,0,3.97,0,0,2.09,3.13,33.61,51.57,5.64,0
"06037553602","Census Tract 5536.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5536.02",,,,453,0,0,8,0,0,232,168,24,21,0,0,1.77,0,0,51.21,37.09,5.3,4.64
"06037553701","Census Tract 5537.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5537.01",,,,372,19,9,46,0,110,37,132,19,0,5.11,2.42,12.37,0,29.57,9.95,35.48,5.11,0
"06037553702","Census Tract 5537.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5537.02",,,,656,24,48,24,0,19,167,374,0,0,3.66,7.32,3.66,0,2.9,25.46,57.01,0,0
"06037553801","Census Tract 5538.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5538.01",,,,266,0,0,0,0,37,84,130,15,0,0,0,0,0,13.91,31.58,48.87,5.64,0
"06037553802","Census Tract 5538.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5538.02",,,,907,43,49,241,68,39,189,266,12,0,4.74,5.4,26.57,7.5,4.3,20.84,29.33,1.32,0
"06037553901","Census Tract 5539.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5539.01",,,,744,0,0,30,0,0,218,461,24,11,0,0,4.03,0,0,29.3,61.96,3.23,1.48
"06037553902","Census Tract 5539.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"553902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5539.02",,,,559,0,71,50,34,103,179,91,31,0,0,12.7,8.94,6.08,18.43,32.02,16.28,5.55,0
"06037554001","Census Tract 5540.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5540.01",,,,794,13,10,0,0,0,36,587,114,34,1.64,1.26,0,0,0,4.53,73.93,14.36,4.28
"06037554002","Census Tract 5540.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5540.02",,,,643,20,10,51,0,32,81,341,53,55,3.11,1.56,7.93,0,4.98,12.6,53.03,8.24,8.55
"06037554101","Census Tract 5541.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5541.01",,,,287,7,42,0,0,0,54,139,26,19,2.44,14.63,0,0,0,18.82,48.43,9.06,6.62
"06037554105","Census Tract 5541.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5541.05",,,,100,0,0,0,0,0,67,22,0,11,0,0,0,0,0,67,22,0,11
"06037554106","Census Tract 5541.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5541.06",,,,572,38,5,22,11,17,65,243,150,21,6.64,0.87,3.85,1.92,2.97,11.36,42.48,26.22,3.67
"06037554201","Census Tract 5542.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5542.01",,,,625,0,0,0,21,8,124,404,68,0,0,0,0,3.36,1.28,19.84,64.64,10.88,0
"06037554203","Census Tract 5542.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5542.03",,,,394,8,0,0,0,5,48,263,54,16,2.03,0,0,0,1.27,12.18,66.75,13.71,4.06
"06037554204","Census Tract 5542.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5542.04",,,,226,0,0,0,27,0,86,113,0,0,0,0,0,11.95,0,38.05,50,0,0
"06037554301","Census Tract 5543.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5543.01",,,,452,8,9,28,15,35,62,246,49,0,1.77,1.99,6.19,3.32,7.74,13.72,54.42,10.84,0
"06037554302","Census Tract 5543.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5543.02",,,,304,18,79,32,0,17,23,99,36,0,5.92,25.99,10.53,0,5.59,7.57,32.57,11.84,0
"06037554403","Census Tract 5544.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5544.03",,,,473,53,49,15,63,29,123,132,9,0,11.21,10.36,3.17,13.32,6.13,26,27.91,1.9,0
"06037554404","Census Tract 5544.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5544.04",,,,277,0,0,0,0,0,76,114,80,7,0,0,0,0,0,27.44,41.16,28.88,2.53
"06037554405","Census Tract 5544.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5544.05",,,,273,0,9,0,0,9,54,121,62,18,0,3.3,0,0,3.3,19.78,44.32,22.71,6.59
"06037554406","Census Tract 5544.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5544.06",,,,844,14,0,11,0,6,73,326,352,62,1.66,0,1.3,0,0.71,8.65,38.63,41.71,7.35
"06037554511","Census Tract 5545.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.11",,,,801,0,0,0,0,0,9,140,413,239,0,0,0,0,0,1.12,17.48,51.56,29.84
"06037554512","Census Tract 5545.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.12",,,,1590,51,0,54,38,12,8,212,926,289,3.21,0,3.4,2.39,0.75,0.5,13.33,58.24,18.18
"06037554513","Census Tract 5545.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.13",,,,631,45,5,0,0,0,22,226,285,48,7.13,0.79,0,0,0,3.49,35.82,45.17,7.61
"06037554514","Census Tract 5545.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.14",,,,1025,0,0,10,0,0,266,114,410,225,0,0,0.98,0,0,25.95,11.12,40,21.95
"06037554515","Census Tract 5545.15, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.15",,,,976,7,0,0,0,84,25,271,512,77,0.72,0,0,0,8.61,2.56,27.77,52.46,7.89
"06037554516","Census Tract 5545.16, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.16",,,,1035,7,0,31,0,0,39,93,597,268,0.68,0,3,0,0,3.77,8.99,57.68,25.89
"06037554517","Census Tract 5545.17, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.17",,,,824,12,0,0,28,0,12,136,413,223,1.46,0,0,3.4,0,1.46,16.5,50.12,27.06
"06037554518","Census Tract 5545.18, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.18",,,,1335,7,0,10,0,0,13,228,822,255,0.52,0,0.75,0,0,0.97,17.08,61.57,19.1
"06037554519","Census Tract 5545.19, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.19",,,,1103,21,0,9,15,47,47,55,491,418,1.9,0,0.82,1.36,4.26,4.26,4.99,44.51,37.9
"06037554521","Census Tract 5545.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"554521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5545.21",,,,1316,0,20,0,10,0,65,318,675,228,0,1.52,0,0.76,0,4.94,24.16,51.29,17.33
